Fallout 2 RE	Matched function	Line	Code
0x42a518	void cai_attackWouldIntersect()	line 2254 in combat_ai.c	if (sub_42A518(obj, a1->field_4, a1->field_0, tile, &distance)) {
0x42a518	void cai_attackWouldIntersect()	line 2270 in combat_ai.c	bool sub_42A518(Object* a1, Object* a2, Object* a3, int tile, int* distance)
0x478a1c	DWORD item_w_range(GameObject* critter, DWORD hitMode)	line 2283 in combat_ai.c	if (sub_478A1C(a1, hitMode) < 1) {
0x4163c8	DWORD make_straight_path_func(GameObject* objFrom, DWORD tileFrom, DWORD tileTo, void* arrayPtr, DWORD* outObject, DWORD flags, void* blockingFunc)	line 2288 in combat_ai.c	sub_4163C8(a1, a1->tile, a2->tile, NULL, &object, 32, sub_48B930);
0x4217bc	void combatTestIncidentalHit()	line 2290 in combat_ai.c	if (!sub_4217BC(a1, a2, a3, v8)) {
0x42a5b8	void ai_switch_weapons()	line 2299 in combat_ai.c	int sub_42A5B8(Object* a1, int* hitMode, Object** weapon, Object* a4)
0x4299a0	GameObject* ai_search_inven_weap(GameObject* source, DWORD apCheck, GameObject* target)	line 2304 in combat_ai.c	Object* bestWeapon = sub_4299A0(a1, 1, a4);
0x429db4	DWORD ai_pick_hit_mode(GameObject* source, GameObject* item, GameObject* target)	line 2307 in combat_ai.c	*hitMode = sub_429DB4(a1, bestWeapon, a4);
0x429c18	GameObject* ai_search_environ(GameObject* critter, DWORD itemType)	line 2309 in combat_ai.c	Object* v8 = sub_429C18(a1, ITEM_TYPE_WEAPON);
0x478b24	DWORD item_w_mp_cost(GameObject* source, DWORD hitMode, DWORD isCalled)	line 2311 in combat_ai.c	if (sub_478B24(a1, *hitMode, 0) <= a1->data.critter.combat.ap) {
0x429d60	GameObject* ai_retrieve_object(GameObject* critter, GameObject* item)	line 2318 in combat_ai.c	Object* v9 = sub_429D60(a1, v8);
0x429db4	DWORD ai_pick_hit_mode(GameObject* source, GameObject* item, GameObject* target)	line 2321 in combat_ai.c	*hitMode = sub_429DB4(a1, v9, a4);
0x472758	DWORD inven_wield(GameObject* critter, GameObject* item, DWORD slot)	line 2326 in combat_ai.c	sub_472758(a1, *weapon, 1);
0x4227dc	void combat_turn_run()	line 2327 in combat_ai.c	sub_4227DC();
0x478b24	DWORD item_w_mp_cost(GameObject* source, DWORD hitMode, DWORD isCalled)	line 2328 in combat_ai.c	if (sub_478B24(a1, *hitMode, 0) <= a1->data.critter.combat.ap) {
0x42a670	void ai_called_shot()	line 2337 in combat_ai.c	int sub_42A670(Object* a1, Object* a2, int a3)
0x478b24	DWORD item_w_mp_cost(GameObject* source, DWORD hitMode, DWORD isCalled)	line 2347 in combat_ai.c	if (sub_478B24(a1, a3, 1) <= a1->data.critter.combat.ap) {
0x478e5c	void item_w_called_shot()	line 2348 in combat_ai.c	if (sub_478E5C(a1, a3)) {
0x42436c	DWORD determine_to_hit(GameObject* source, GameObject* target, DWORD bodyPart, DWORD hitMode)	line 2365 in combat_ai.c	v7 = sub_42436C(a1, a2, a3, v5);
0x42a748	void ai_attack()	line 2378 in combat_ai.c	int sub_42A748(Object* a1, Object* a2, int a3)
0x4227dc	void combat_turn_run()	line 2389 in combat_ai.c	sub_4227DC();
0x42a670	void ai_called_shot()	line 2391 in combat_ai.c	v6 = sub_42A670(a1, a2, a3);
0x422f3c	void combat_attack()	line 2392 in combat_ai.c	if (sub_422F3C(a1, a2, a3, v6)) {
0x4227dc	void combat_turn_run()	line 2396 in combat_ai.c	sub_4227DC();
0x42a7d8	void ai_try_attack()	line 2402 in combat_ai.c	int sub_42A7D8(Object* a1, Object* a2)
0x42e4c0	void critter_set_who_hit_me()	line 2404 in combat_ai.c	sub_42E4C0(a1, a2);
0x429db4	DWORD ai_pick_hit_mode(GameObject* source, GameObject* item, GameObject* target)	line 2414 in combat_ai.c	int hitMode = sub_429DB4(a1, weapon, a2);
0x4213e8	void combat_safety_invalidate_weapon()	line 2424 in combat_ai.c	|| sub_4213E8(a1, weapon, HIT_MODE_RIGHT_WEAPON_PRIMARY, a2, &v31)) {
0x42a5b8	void ai_switch_weapons()	line 2425 in combat_ai.c	sub_42A5B8(a1, &hitMode, &weapon, a2);
0x426614	void combat_check_bad_shot()	line 2437 in combat_ai.c	int reason = sub_426614(a1, a2, hitMode, false);
0x4292d4	DWORD ai_have_ammo(GameObject* critter, GameObject* item, GameObject** outAmmo)	line 2440 in combat_ai.c	if (sub_4292D4(a1, weapon, &ammo)) {
0x478918	DWORD item_w_reload(GameObject* weapon, GameObject* ammo)	line 2441 in combat_ai.c	int v9 = sub_478918(weapon, ammo);
0x49b9a0	DWORD obj_destroy(GameObject* object)	line 2443 in combat_ai.c	sub_49B9A0(ammo);
0x451534	void gsound_compute_relative_volume()	line 2447 in combat_ai.c	int volume = sub_451534(a1);
0x45108c	void gsound_play_sfx_file_volume()	line 2449 in combat_ai.c	sub_45108C(sfx, volume);
0x428398	DWORD ai_magic_hands(GameObject* source, GameObject* object, DWORD msgNumber)	line 2450 in combat_ai.c	sub_428398(a1, weapon, 5002);
0x429c18	GameObject* ai_search_environ(GameObject* critter, DWORD itemType)	line 2460 in combat_ai.c	ammo = sub_429C18(a1, ITEM_TYPE_AMMO);
0x429d60	GameObject* ai_retrieve_object(GameObject* critter, GameObject* item)	line 2462 in combat_ai.c	ammo = sub_429D60(a1, ammo);
0x478918	DWORD item_w_reload(GameObject* weapon, GameObject* ammo)	line 2464 in combat_ai.c	int v15 = sub_478918(weapon, ammo);
0x49b9a0	DWORD obj_destroy(GameObject* object)	line 2466 in combat_ai.c	sub_49B9A0(ammo);
0x451534	void gsound_compute_relative_volume()	line 2470 in combat_ai.c	int volume = sub_451534(a1);
0x45108c	void gsound_play_sfx_file_volume()	line 2472 in combat_ai.c	sub_45108C(sfx, volume);
0x428398	DWORD ai_magic_hands(GameObject* source, GameObject* object, DWORD msgNumber)	line 2473 in combat_ai.c	sub_428398(a1, weapon, 5002);
0x451534	void gsound_compute_relative_volume()	line 2484 in combat_ai.c	int volume = sub_451534(a1);
0x45108c	void gsound_play_sfx_file_volume()	line 2486 in combat_ai.c	sub_45108C(sfx, volume);
0x428398	DWORD ai_magic_hands(GameObject* source, GameObject* object, DWORD msgNumber)	line 2487 in combat_ai.c	sub_428398(a1, weapon, 5001);
0x472a54	DWORD inven_unwield(GameObject* critter, DWORD slot)	line 2489 in combat_ai.c	if (sub_472A54(a1, 1) == 0) {
0x4227dc	void combat_turn_run()	line 2490 in combat_ai.c	sub_4227DC();
0x42a5b8	void ai_switch_weapons()	line 2493 in combat_ai.c	sub_42A5B8(a1, &hitMode, &weapon, a2);
0x42a5b8	void ai_switch_weapons()	line 2500 in combat_ai.c	if (sub_42A5B8(a1, &hitMode, &weapon, a2) == -1) {
0x424380	void determine_to_hit_no_range()	line 2505 in combat_ai.c	int accuracy = sub_424380(a1, a2, HIT_LOCATION_UNCALLED, hitMode, v30);
0x428868	void ai_run_away()	line 2509 in combat_ai.c	sub_428868(a1, a2);
0x429fc8	void ai_move_steps_closer()	line 2514 in combat_ai.c	if (sub_429FC8(a1, a2, actionPoints, v38) == -1) {
0x42a5b8	void ai_switch_weapons()	line 2519 in combat_ai.c	if (sub_42A5B8(a1, &hitMode, &weapon, a2) == -1 || weapon == NULL) {
0x429fc8	void ai_move_steps_closer()	line 2520 in combat_ai.c	if (sub_429FC8(a1, a2, a1->data.critter.combat.ap, v38) == -1) {
0x429fc8	void ai_move_steps_closer()	line 2528 in combat_ai.c	if (sub_429FC8(a1, a2, a1->data.critter.combat.ap, v38) == -1) {
0x42436c	DWORD determine_to_hit(GameObject* source, GameObject* target, DWORD bodyPart, DWORD hitMode)	line 2533 in combat_ai.c	int accuracy = sub_42436C(a1, a2, HIT_LOCATION_UNCALLED, hitMode);
0x42899c	void ai_move_away()	line 2535 in combat_ai.c	if (sub_42899C(a1, a2, v31) == -1) {
0x424380	void determine_to_hit_no_range()	line 2541 in combat_ai.c	int v22 = sub_424380(a1, a2, HIT_LOCATION_UNCALLED, hitMode, v30);
0x428868	void ai_run_away()	line 2545 in combat_ai.c	sub_428868(a1, a2);
0x424394	void determine_to_hit_from_tile()	line 2565 in combat_ai.c	int v27 = sub_424394(a1, tile, a2, HIT_LOCATION_UNCALLED, hitMode);
0x429fc8	void ai_move_steps_closer()	line 2577 in combat_ai.c	if (sub_429FC8(a1, a2, v42, v38) == -1) {
0x428868	void ai_run_away()	line 2580 in combat_ai.c	sub_428868(a1, a2);
0x42a748	void ai_attack()	line 2585 in combat_ai.c	if (sub_42A748(a1, a2, hitMode) == -1 || sub_478B24(a1, hitMode, 0) > a1->data.critter.combat.ap) {
0x42a748	void ai_attack()	line 2589 in combat_ai.c	if (sub_42A748(a1, a2, hitMode) == -1 || sub_478B24(a1, hitMode, 0) > a1->data.critter.combat.ap) {
0x42ae90	void cAIPrepWeaponItem()	line 2602 in combat_ai.c	int sub_42AE90(Object* critter, Object* item)
0x49bf38	void protinst_use_item()	line 2605 in combat_ai.c	sub_49BF38(critter, item);
0x42aecc	void cai_attempt_w_reload()	line 2611 in combat_ai.c	void sub_42AECC(Object* critter_obj, int a2)
0x4292d4	DWORD ai_have_ammo(GameObject* critter, GameObject* item, GameObject** outAmmo)	line 2626 in combat_ai.c	if (v5 < ammoGetCapacity(weapon_obj) && sub_4292D4(critter_obj, weapon_obj, &ammo_obj)) {
0x478918	DWORD item_w_reload(GameObject* weapon, GameObject* ammo)	line 2627 in combat_ai.c	v9 = sub_478918(weapon_obj, ammo_obj);
0x49b9a0	DWORD obj_destroy(GameObject* object)	line 2629 in combat_ai.c	sub_49B9A0(ammo_obj);
0x451534	void gsound_compute_relative_volume()	line 2633 in combat_ai.c	v10 = sub_451534(critter_obj);
0x45108c	void gsound_play_sfx_file_volume()	line 2635 in combat_ai.c	sub_45108C(sfx, v10);
0x428398	DWORD ai_magic_hands(GameObject* source, GameObject* object, DWORD msgNumber)	line 2637 in combat_ai.c	sub_428398(critter_obj, weapon_obj, 5002);
0x42af78	void combat_ai_begin()	line 2644 in combat_ai.c	void sub_42AF78(int a1, void* a2)
0x42afbc	void combat_ai_over()	line 2659 in combat_ai.c	void sub_42AFBC()
0x42afdc	void cai_perform_distance_prefs()	line 2669 in combat_ai.c	int sub_42AFDC(Object* a1, Object* a2)
0x429fc8	void ai_move_steps_closer()	line 2688 in combat_ai.c	sub_429FC8(a1, gDude, distance - 5, 0);
0x429fc8	void ai_move_steps_closer()	line 2694 in combat_ai.c	sub_429FC8(a1, a2, a1->data.critter.combat.ap, 1);
0x42899c	void ai_move_away()	line 2701 in combat_ai.c	sub_42899C(a1, a2, 10);
0x42a1d4	void cai_retargetTileFromFriendlyFire()	line 2708 in combat_ai.c	if (sub_42A1D4(a1, a2, &tile) == 0 && tile != a1->tile) {
0x4227dc	void combat_turn_run()	line 2714 in combat_ai.c	sub_4227DC();
0x42b100	void cai_get_min_hp()	line 2721 in combat_ai.c	int sub_42B100(AiPacket* ai)
0x42b130	void combat_ai()	line 2738 in combat_ai.c	void sub_42B130(Object* a1, Object* a2)
0x42b100	void cai_get_min_hp()	line 2741 in combat_ai.c	int hpRatio = sub_42B100(ai);
0x428868	void ai_run_away()	line 2756 in combat_ai.c	sub_428868(a1, a2);
0x428480	void ai_check_drugs()	line 2760 in combat_ai.c	if (sub_428480(a1)) {
0x428868	void ai_run_away()	line 2763 in combat_ai.c	sub_428868(a1, a2);
0x428f4c	void ai_danger_source()	line 2766 in combat_ai.c	a2 = sub_428F4C(a1);
0x42afdc	void cai_perform_distance_prefs()	line 2769 in combat_ai.c	sub_42AFDC(a1, a2);
0x42a7d8	void ai_try_attack()	line 2772 in combat_ai.c	sub_42A7D8(a1, a2);
0x421880	void combatAIInfoGetFriendlyDead()	line 2780 in combat_ai.c	Object* v13 = sub_421880(a1);
0x42899c	void ai_move_away()	line 2782 in combat_ai.c	sub_42899C(a1, v13, 10);
0x4218ac	void combatAIInfoSetFriendlyDead()	line 2783 in combat_ai.c	sub_4218AC(a1, NULL);
0x428ac4	void ai_find_friend()	line 2786 in combat_ai.c	if (!sub_428AC4(a1, perception * 2, 5)) {
0x421880	void combatAIInfoGetFriendlyDead()	line 2796 in combat_ai.c	Object* v16 = sub_421880(a1);
0x42899c	void ai_move_away()	line 2798 in combat_ai.c	sub_42899C(a1, v16, 10);
0x4218ac	void combatAIInfoSetFriendlyDead()	line 2799 in combat_ai.c	sub_4218AC(a1, NULL);
0x428868	void ai_run_away()	line 2803 in combat_ai.c	sub_428868(a1, NULL);
0x421880	void combatAIInfoGetFriendlyDead()	line 2809 in combat_ai.c	Object* v18 = sub_421880(a1);
0x42899c	void ai_move_away()	line 2811 in combat_ai.c	sub_42899C(a1, v18, 10);
0x4218ac	void combatAIInfoSetFriendlyDead()	line 2813 in combat_ai.c	sub_4218AC(a1, NULL);
0x428cf4	void ai_find_nearest_team_in_combat()	line 2820 in combat_ai.c	v20 = sub_428CF4(a1, a1, 1);
0x429fc8	void ai_move_steps_closer()	line 2834 in combat_ai.c	sub_429FC8(a1, v20, v23 - v21, 0);
0x42afdc	void cai_perform_distance_prefs()	line 2838 in combat_ai.c	sub_42AFDC(a1, a2);
0x42b3fc	void combatai_want_to_join()	line 2844 in combat_ai.c	bool sub_42B3FC(Object* a1)
0x4c8bdc	void process_bk()	line 2846 in combat_ai.c	sub_4C8BDC();
0x428f4c	void ai_danger_source()	line 2882 in combat_ai.c	if (sub_428F4C(a1) == NULL) {
0x42b4a8	void combatai_want_to_stop()	line 2890 in combat_ai.c	bool sub_42B4A8(Object* a1)
0x4c8bdc	void process_bk()	line 2892 in combat_ai.c	sub_4C8BDC();
0x428f4c	void ai_danger_source()	line 2906 in combat_ai.c	Object* v4 = sub_428F4C(a1);
0x42e4c0	void critter_set_who_hit_me()	line 2920 in combat_ai.c	sub_42E4C0(obj, NULL);
0x42e4c0	void critter_set_who_hit_me()	line 2928 in combat_ai.c	sub_42E4C0(obj, NULL);
0x421918	void combatAIInfoSetLastTarget()	line 2932 in combat_ai.c	sub_421918(obj, NULL);
0x494f64	void isPotentialPartyMember()	line 2967 in combat_ai.c	if (sub_494F64(object)) {
0x42b634	void combatai_msg()	line 2981 in combat_ai.c	int sub_42B634(Object* a1, Attack* attack, int type, int delay)
0x42b80c	void ai_print_msg(GameObject* object, DWORD mode)	line 3058 in combat_ai.c	return reg_anim_11_0(a1, (Object*)type, (AnimationProc*)sub_42B80C, delay);
0x42b80c	void ai_print_msg(GameObject* object, DWORD mode)	line 3062 in combat_ai.c	int sub_42B80C(Object* critter, int type)
0x42b868	void combat_ai_random_target()	line 3092 in combat_ai.c	Object* sub_42B868(Attack* attack)
0x478a1c	DWORD item_w_range(GameObject* critter, DWORD hitMode)	line 3097 in combat_ai.c	sub_478A1C(attack->attacker, attack->hitMode);
0x412bec	void can_see()	line 3109 in combat_ai.c	&& sub_412BEC(attack->attacker, obj)
0x426614	void combat_check_bad_shot()	line 3110 in combat_ai.c	&& sub_426614(attack->attacker, obj, attack->hitMode, false)) {
0x42b90c	void combatai_rating()	line 3130 in combat_ai.c	int sub_42B90C(Object* obj)
0x42b9d4	void combatai_check_retaliation()	line 3165 in combat_ai.c	int sub_42B9D4(Object* a1, Object* a2)
0x42b90c	void combatai_rating()	line 3169 in combat_ai.c	int v3 = sub_42B90C(a2);
0x42b90c	void combatai_rating()	line 3170 in combat_ai.c	int result = sub_42B90C(whoHitMe);
0x42e4c0	void critter_set_who_hit_me()	line 3175 in combat_ai.c	return sub_42E4C0(a1, a2);
0x412bec	void can_see()	line 3188 in combat_ai.c	if (sub_412BEC(a1, a2)) {
0x42bc60	void combatai_notify_onlookers()	line 3294 in combat_ai.c	void sub_42BC60(Object* a1)
0x4218ac	void combatAIInfoSetFriendlyDead()	line 3304 in combat_ai.c	sub_4218AC(obj, a1);
0x42bcd4	void combatai_notify_friends()	line 3313 in combat_ai.c	void sub_42BCD4(Object* a1)
0x42bd28	void combatai_delete_critter()	line 3328 in combat_ai.c	void sub_42BD28(Object* obj)
0x4cc2f0	void kb_next_ascii_English_US()	line 120 in core.c	// TODO: It's sub_4CC2F0 (not implemented yet).
0x4c9c20	void GNW95_input_init()	line 383 in core.c	if (sub_4C9C20() == -1) {
0x4c9bb4	void GNW95_hook_input()	line 387 in core.c	sub_4C9BB4(1);
0x4c9df0	void GNW95_clear_time_stamps()	line 389 in core.c	sub_4C9DF0();
0x4c9c28	void GNW95_hook_keyboard()	line 410 in core.c	sub_4C9C28(0);
0x4c9c20	void GNW95_input_init()	line 411 in core.c	sub_4C9C20();
0x4c8b78	DWORD get_input()	line 425 in core.c	int sub_4C8B78()
0x4c9cf0	void GNW95_process_message()	line 429 in core.c	sub_4C9CF0();
0x4c9eec	void GNW95_lost_focus()	line 432 in core.c	sub_4C9EEC();
0x4c8bdc	void process_bk()	line 435 in core.c	sub_4C8BDC();
0x4d7a34	void GNW_check_menu_bars()	line 442 in core.c	return sub_4D7A34(v3);
0x4c8bdc	void process_bk()	line 449 in core.c	void sub_4C8BDC()
0x4d2930	void vcr_update()	line 455 in core.c	if (sub_4D2930() != 3) {
0x4ca59c	void mouse_info()	line 456 in core.c	sub_4CA59C();
0x4d797c	void win_check_all_buttons()	line 459 in core.c	v1 = sub_4D797C();
0x4cbde8	void kb_getch()	line 465 in core.c	v1 = sub_4CBDE8();
0x4c8b78	DWORD get_input()	line 628 in core.c	while (sub_4C8B78() != KEY_ESCAPE) {
0x4d8308	void win_register_text_button()	line 663 in core.c	// sub_4D8308(win, (len - v7 - 16) / 2, v6 - 6, -1, -1, -1, 27, "Done", 0);
0x4c7420	void getSystemPalette()	line 707 in core.c	unsigned char* palette = sub_4C7420();
0x4c9370	void get_time()	line 851 in core.c	unsigned int sub_4C9370()
0x4c9370	void get_time()	line 861 in core.c	unsigned int start = sub_4C9370();
0x4c9370	void get_time()	line 862 in core.c	unsigned int end = sub_4C9370();
0x4c8bdc	void process_bk()	line 867 in core.c	sub_4C8BDC();
0x4c9370	void get_time()	line 869 in core.c	end = sub_4C9370();
0x4c9410	void get_bk_time()	line 909 in core.c	unsigned int sub_4C9410()
0x4c9bb4	void GNW95_hook_input()	line 1245 in core.c	void sub_4C9BB4(int a1)
0x4c9c28	void GNW95_hook_keyboard()	line 1247 in core.c	sub_4C9C28(a1);
0x4c9c20	void GNW95_input_init()	line 1257 in core.c	int sub_4C9C20()
0x4c9c28	void GNW95_hook_keyboard()	line 1263 in core.c	int sub_4C9C28(int a1)
0x4c9c4c	void GNW95_keyboard_hook()	line 1282 in core.c	dword_6AC758 = SetWindowsHookExA(WH_KEYBOARD, sub_4C9C4C, 0, GetCurrentThreadId());
0x4c9c4c	void GNW95_keyboard_hook()	line 1293 in core.c	LRESULT CALLBACK sub_4C9C4C(int nCode, WPARAM wParam, LPARAM lParam)
0x4c9cf0	void GNW95_process_message()	line 1319 in core.c	void sub_4C9CF0()
0x4c9e14	void GNW95_process_key()	line 1324 in core.c	sub_4C9E14(&data);
0x4c9370	void get_time()	line 1328 in core.c	int tick = sub_4C9370();
0x4c9e14	void GNW95_process_key()	line 1338 in core.c	sub_4C9E14(&data);
0x4c9df0	void GNW95_clear_time_stamps()	line 1357 in core.c	void sub_4C9DF0()
0x4c9e14	void GNW95_process_key()	line 1366 in core.c	void sub_4C9E14(KeyboardData* data)
0x4d28f4	void vcr_stop()	line 1394 in core.c	sub_4D28F4();
0x4cbf68	void kb_simulate_key()	line 1398 in core.c	sub_4CBF68(224);
0x4c9370	void get_time()	line 1404 in core.c	ptr->tick = sub_4C9370();
0x4cbf68	void kb_simulate_key()	line 1411 in core.c	sub_4CBF68(qwertyKey);
0x4c9eec	void GNW95_lost_focus()	line 1416 in core.c	void sub_4C9EEC()
0x4c9cf0	void GNW95_process_message()	line 1423 in core.c	sub_4C9CF0();
0x4c9370	void get_time()	line 1458 in core.c	dword_6AC7D4 = sub_4C9370();
0x4caa38	void mouse_clip()	line 1558 in core.c	sub_4CAA38();
0x4ca2d0	void mouse_anim()	line 1573 in core.c	void sub_4CA2D0()
0x4c9370	void get_time()	line 1576 in core.c	dword_51E2A8 = sub_4C9370();
0x4d77f8	void win_get_mouse_buf()	line 1604 in core.c	sub_4D77F8(gMouseCursorData);
0x4ca59c	void mouse_info()	line 1677 in core.c	void sub_4CA59C()
0x4d28f4	void vcr_stop()	line 1719 in core.c	sub_4D28F4();
0x4ca698	void mouse_simulate_input()	line 1727 in core.c	sub_4CA698(x, y, buttons);
0x4ca698	void mouse_simulate_input()	line 1731 in core.c	void sub_4CA698(int delta_x, int delta_y, int buttons)
0x4d2cf0	void vcr_dump_buffer()	line 1740 in core.c	sub_4D2CF0();
0x4c9370	void get_time()	line 1756 in core.c	dword_6AC7D4 = sub_4C9370();
0x4c9370	void get_time()	line 1779 in core.c	gMouseLeftButtonDownTimestamp = sub_4C9370();
0x4c9370	void get_time()	line 1787 in core.c	gMouseLeftButtonDownTimestamp = sub_4C9370();
0x4c9370	void get_time()	line 1796 in core.c	gMouseRightButtonDownTimestamp = sub_4C9370();
0x4c9370	void get_time()	line 1804 in core.c	gMouseRightButtonDownTimestamp = sub_4C9370();
0x4caa38	void mouse_clip()	line 1819 in core.c	sub_4CAA38();
0x4ca8c8	DWORD mouse_in(DWORD x, DWORD y, DWORD x_offs, DWORD y_offs)	line 1831 in core.c	bool sub_4CA8C8(int left, int top, int right, int bottom)
