Function	Code	File
	fo::func::debug_printf("\nOPCODE ERROR: metarule3(%d, ...) - metarule function number does not exist.\n > Script: %s, procedure %s.",	Modules\MetaruleExtender.cpp
	jmp  fo::funcoffs::debug_printf_;	Modules\MiscPatches.cpp
	if (isDebug) fo::func::debug_printf("\n[SFALL] Save dude state.");	Modules\PartyControl.cpp
	if (isDebug) fo::func::debug_printf("\n[SFALL] Take control of critter.");	Modules\PartyControl.cpp
	if (isDebug) fo::func::debug_printf("\n[SFALL] Restore control to dude.\n");	Modules\PartyControl.cpp
	fo::func::debug_printf("\n[SFALL] Script: %s will not be executed. A script with the same name already exists in another directory.", fullPath);	Modules\ScriptExtender.cpp
	fo::func::debug_printf("\nWarning: critter PID: %d, ID: %d, has an incorrect base value of the max HP stat: %d (must be %d)",	Modules\Stats.cpp
	if (isDebug) fo::func::debug_printf("\nWARNING: A recursive hook with ID %d was running.", hook);	Modules\HookScripts\Common.cpp
	fo::func::debug_printf("\n[SFALL] The hook ID: %d cannot be executed.", hook);	Modules\HookScripts\Common.cpp
	fo::func::debug_printf("\nOPCODE ERROR: %s\n > Script: %s, procedure %s.", msg, _program->fileName, procName);	Modules\Scripting\OpcodeContext.cpp
	fo::func::debug_printf(fmt, name);	Modules\Scripting\Handlers\Objects.cpp
void debug_log()	call fo::funcoffs::debug_log_;	Modules\DebugEditor.cpp
void setSystemPalette()	call fo::funcoffs::setSystemPalette_;	HRP\Init.cpp
void loadColorTable()	__asm call fo::funcoffs::loadColorTable_;	HRP\DeathScreen.cpp
	__asm call fo::funcoffs::loadColorTable_;	HRP\HelpScreen.cpp
	call fo::funcoffs::loadColorTable_;	Modules\Scripting\Handlers\Misc.cpp
void rebuildColorBlendTables()	// jmp  fo::funcoffs::rebuildColorBlendTables_;	Modules\SubModules\DirectDraw.cpp
BlendColorTableData* getColorBlendTable(DWORD color)	fo::BlendColorTableData* blendTable = fo::func::getColorBlendTable(colorFlags);	HRP\Image.cpp
void freeColorBlendTable(DWORD color)	fo::func::freeColorBlendTable(colorFlags);	HRP\Image.cpp
DWORD get_input()	return (!reqGameQuit) ? fo::func::get_input() : 27; // ESC code	WinProc.cpp
	button = fo::func::get_input();	Modules\ExtraSaveSlots.cpp
	button = fo::func::get_input();	Modules\HeroAppearance.cpp
	int button = fo::func::get_input();	Modules\HeroAppearance.cpp
	call fo::funcoffs::get_input_;	Modules\MainLoopHook.cpp
	call fo::funcoffs::get_input_;	Modules\MainLoopHook.cpp
	call fo::funcoffs::get_input_; // also windows message pump	Modules\Movies.cpp
	} while (fo::var::mouse_buttons != 2 && fo::func::get_input() != 27); // 27 - escape code	Modules\PartyControl.cpp
	jmp  fo::funcoffs::get_input_;	Modules\Worldmap.cpp
	jmp  fo::funcoffs::get_input_;	Modules\Worldmap.cpp
	jmp  fo::funcoffs::get_input_;	Modules\Worldmap.cpp
void process_bk()	jmp  fo::funcoffs::process_bk_;	HRP\Init.cpp
	call fo::funcoffs::process_bk_;	Modules\AI.cpp
	fo::func::process_bk(); // eliminate lag when loading textures	Modules\TalkingHeads.cpp
	__asm call fo::funcoffs::process_bk_;	Modules\Worldmap.cpp
void GNW_do_bk_process()	call fo::funcoffs::GNW_do_bk_process_;	Modules\BugFixes.cpp
void add_bk_process()	call fo::funcoffs::add_bk_process_;	HRP\MoviesScreen.cpp
void remove_bk_process()	call fo::funcoffs::remove_bk_process_;	HRP\MoviesScreen.cpp
	jmp  fo::funcoffs::remove_bk_process_;	Modules\LoadGameHook.cpp
void dump_screen()	MakeJump(0x4C8F4C, dump_screen_hack_replacement);	Modules\Graphics.cpp
void get_time()	jmp  fo::funcoffs::get_time_;	Modules\BugFixes.cpp
void pause_for_tocks()	call fo::funcoffs::pause_for_tocks_;	Modules\MiscPatches.cpp
DWORD block_for_tocks(DWORD ticks)	call fo::funcoffs::block_for_tocks_;	Modules\BugFixes.cpp
	call fo::funcoffs::block_for_tocks_;	Modules\Worldmap.cpp
	fo::func::block_for_tocks(200);	Modules\Scripting\Handlers\Worldmap.cpp
void set_focus_func(void* func)	fo::func::set_focus_func(LostFocus);	Modules\Movies.cpp
void GNW95_hook_input()	call fo::funcoffs::GNW95_hook_input_;	WinProc.cpp
	__asm call fo::funcoffs::GNW95_hook_input_;	WinProc.cpp
void GNW95_process_message()	__asm call fo::funcoffs::GNW95_process_message_;	Modules\DebugEditor.cpp
void mouse_show()	fo::func::mouse_show(); // for updating background cursor area	Game\GUI\render.cpp
	fo::func::mouse_show();	Game\GUI\render.cpp
	if (mouseWasHidden) fo::func::mouse_show();	Modules\HeroAppearance.cpp
void mouse_hide()	if (mouseWasHidden) fo::func::mouse_hide();	Modules\HeroAppearance.cpp
DWORD mouse_in(DWORD x, DWORD y, DWORD x_offs, DWORD y_offs)	if (fo::var::mouse_is_hidden || !fo::func::mouse_in(updateRect->left, updateRect->top, updateRect->right, updateRect->bottom)) {	Game\GUI\render.cpp
	if (!toBuffer && !fo::var::getInt(FO_VAR_doing_refresh_all) && !fo::var::mouse_is_hidden && fo::func::mouse_in(updateRect->left, updateRect->top, updateRect->right, updateRect->bottom)) {	Game\GUI\render.cpp
DWORD mouse_click_in(DWORD x, DWORD y, DWORD x_offs, DWORD y_offs)	jmp  fo::funcoffs::mouse_click_in_;	HRP\Dialog.cpp
	jmp  fo::funcoffs::mouse_click_in_;	HRP\Inventory.cpp
	jmp  fo::funcoffs::mouse_click_in_;	HRP\Worldmap.cpp
	return fo::func::mouse_click_in(mapVisibleArea.left, mapVisibleArea.top, mapVisibleArea.right, mapVisibleArea.bottom);	HRP\ViewMap\EdgeClipping.cpp
	call fo::funcoffs::mouse_click_in_;	Modules\BugFixes.cpp
	if (fo::func::mouse_click_in(rect->left, rect->top, rect->right, rect->bottom)) return 0; // 0 - block clicking in the window area	Modules\Interface.cpp
	return fo::func::mouse_click_in(rect->left, rect->top, rect->right, rect->bottom); // 1 - click in the display window area	Modules\Interface.cpp
	call fo::funcoffs::mouse_click_in_;	Modules\Inventory.cpp
	call fo::funcoffs::mouse_click_in_;	Modules\Inventory.cpp
	call fo::funcoffs::mouse_click_in_;	Modules\Inventory.cpp
	call fo::funcoffs::mouse_click_in_;	Modules\Inventory.cpp
	call fo::funcoffs::mouse_click_in_;	Modules\HookScripts\InventoryHs.cpp
void mouse_get_rect()	call fo::funcoffs::mouse_get_rect_;	Game\GUI\render.cpp
void mouse_get_position(DWORD* outX, DWORD* outY)	call fo::funcoffs::mouse_get_position_;	HRP\Character.cpp
	call fo::funcoffs::mouse_get_position_;	HRP\LoadSave.cpp
	call fo::funcoffs::mouse_get_position_;	HRP\MiscInterface.cpp
	call fo::funcoffs::mouse_get_position_;	HRP\Worldmap.cpp
	fo::func::mouse_get_position(&x, &y);	HRP\ViewMap\EdgeClipping.cpp
	SafeWriteBytes(0x4CA9DC, (BYTE*)&data, 5); // mouse_get_position_	Modules\BugFixes.cpp
	call fo::funcoffs::mouse_get_position_;	Modules\Scripting\Handlers\Misc.cpp
void GNW95_SetPaletteEntries()	MakeJump(fo::funcoffs::GNW95_SetPaletteEntries_ + 1, GNW95_SetPaletteEntries_replacement); // 0x4CB311	Modules\Graphics.cpp
	MakeJump(fo::funcoffs::GNW95_SetPaletteEntries_ + 1, GNW95_SetPaletteEntries_hack_replacement); // 0x4CB310	Modules\SubModules\DirectDraw.cpp
void GNW95_SetPalette()	MakeJump(fo::funcoffs::GNW95_SetPalette_, GNW95_SetPalette_replacement); // 0x4CB568	Modules\Graphics.cpp
	MakeJump(fo::funcoffs::GNW95_SetPalette_, GNW95_SetPalette_hack_replacement); // 0x4CB568	Modules\SubModules\DirectDraw.cpp
void kb_clear()	__asm call fo::funcoffs::kb_clear_;	InputFuncs.cpp
	__asm call fo::funcoffs::kb_clear_;	Modules\MetaruleExtender.cpp
void cscale(unsigned char* src, DWORD sWidth, DWORD sHeight, DWORD sStride, unsigned char* dst, DWORD width, DWORD height, DWORD stride)	fo::func::cscale(scr, width, frm->frames->height, frm->frames->width, win->surface, win->width, win->height, win->width);	HRP\InterfaceBar.cpp
	fo::func::cscale(scr + 30, sw, h, w, dst + 30, dw, dh, IFaceBar::IFACE_BAR_WIDTH); // TODO: replace the scaling algorithm with a better one	HRP\InterfaceBar.cpp
	jmp  fo::funcoffs::cscale_;	HRP\LoadSave.cpp
	fo::func::cscale((BYTE*)desc.lpSurface, bW, bH, bW, dst, toW, toH, win->width);	HRP\MoviesScreen.cpp
	call fo::funcoffs::cscale_;	Modules\Interface.cpp
void trans_cscale(void* fromBuff, DWORD width, DWORD height, DWORD fromPitch, void* toBuff, DWORD toWidth, DWORD toHeight, DWORD toPitch)	call fo::funcoffs::trans_cscale_; // *from_buff<eax>, i_width<edx>, i_height<ebx>, i_width2<ecx>, to_buff, width, height, to_width	FalloutEngine\Functions.cpp
	fo::func::trans_cscale(btnBackgroundFrm->frames->indexBuff, sw, sh, sw, dst, (long)(sw * scaleFactor), (long)(sh * scaleFactor), dstW);	HRP\MainMenu.cpp
	fo::func::trans_cscale(((frmPtr->id == 'PCX') ? frmPtr->pixelData : framePtr->data), framePtr->width, framePtr->height, framePtr->width,	Modules\Scripting\Handlers\Interface.cpp
void buf_to_buf()	auto drawFunc = (win->flags & fo::WinFlags::Transparent && win->wID) ? fo::func::trans_buf_to_buf : fo::func::buf_to_buf;	Game\GUI\render.cpp
	sf::MakeJump(fo::funcoffs::buf_to_buf_, fo::func::buf_to_buf); // 0x4D36D4	Game\GUI\render.cpp
	fo::func::buf_to_buf(src, w, h, srcW, dst, Setting::ScreenWidth());	HRP\CreditsScreen.cpp
	fo::func::buf_to_buf(frm->frame.data, width, height, width, dst, Setting::ScreenWidth());	HRP\DeathScreen.cpp
	jmp  fo::funcoffs::buf_to_buf_;	HRP\Dialog.cpp
	fo::func::buf_to_buf((BYTE*)fo::var::getInt(FO_VAR_display_buf) + x + (y * srcWidth), w, h, srcWidth, dst, width);	HRP\Dialog.cpp
	fo::func::buf_to_buf(src, w, h, srcWidth, dst, dstWidth);	HRP\Dialog.cpp
	fo::func::buf_to_buf(frm->frame.data, width, height, width, dst, Setting::ScreenWidth());	HRP\HelpScreen.cpp
	fo::func::buf_to_buf(scr, 30, dh, w, dst, IFaceBar::IFACE_BAR_WIDTH);	HRP\InterfaceBar.cpp
	fo::func::buf_to_buf(scr + sxOffset, 460, dh, w, dst + dxOffset, IFaceBar::IFACE_BAR_WIDTH);	HRP\InterfaceBar.cpp
	fo::func::buf_to_buf(frm->frames->indexBuff, frm->frames->width, h, frm->frames->width, dst, IFaceBar::IFACE_BAR_WIDTH);	HRP\InterfaceBar.cpp
	jmp  fo::funcoffs::buf_to_buf_;	HRP\InterfaceBar.cpp
	jmp  fo::funcoffs::buf_to_buf_;	HRP\InterfaceBar.cpp
	jmp  fo::funcoffs::buf_to_buf_;	HRP\InterfaceBar.cpp
	jmp  fo::funcoffs::buf_to_buf_;	HRP\InterfaceBar.cpp
	fo::func::buf_to_buf(ifaceWin->surface + 23 + (24 * IFaceBar::IFACE_BAR_WIDTH), IFaceBar::display_width, h, IFaceBar::IFACE_BAR_WIDTH, dispBuff, IFaceBar::display_width);	HRP\InterfaceBar.cpp
	jmp  fo::funcoffs::buf_to_buf_;	HRP\InterfaceBar.cpp
	fo::func::buf_to_buf(src, sw, sh, sw, dst, dstW); // direct copy	HRP\MainMenu.cpp
	fo::func::buf_to_buf(src, width, height, width, dst, Setting::ScreenWidth());	HRP\SlidesScreen.cpp
	fo::func::buf_to_buf(src, w, h, srcW, dst, Setting::ScreenWidth());	HRP\SlidesScreen.cpp
	fo::func::buf_to_buf(mveSurface, width, mveDesc.dwHeight, width, (BYTE*)dRect.pBits, dRect.Pitch);	Modules\Graphics.cpp
	jmp  fo::funcoffs::buf_to_buf_;	Modules\Interface.cpp
	fo::func::buf_to_buf(src, width, height, sWidth, ddObject->BufferSurface() + (x + (y * HRP::Setting::ScreenWidth())), HRP::Setting::ScreenWidth());	Modules\SubModules\DirectDraw.cpp
void trans_buf_to_buf()	auto drawFunc = (win->flags & fo::WinFlags::Transparent && win->wID) ? fo::func::trans_buf_to_buf : fo::func::buf_to_buf;	Game\GUI\render.cpp
	fo::func::trans_buf_to_buf(surface, width, height, widthFrom, &toBuffer[rect.left - updateRect->left] + ((rect.top - updateRect->top) * toWidth), toWidth);	Game\GUI\render.cpp
	fo::func::trans_buf_to_buf(surface, width, height, widthFrom, &GetBuffer()[rect.left] + (rect.top * toWidth), toWidth);	Game\GUI\render.cpp
	sf::MakeJump(fo::funcoffs::trans_buf_to_buf_, fo::func::trans_buf_to_buf); // 0x4D3704	Game\GUI\render.cpp
	jmp  fo::funcoffs::trans_buf_to_buf_;	HRP\InterfaceBar.cpp
	fo::func::trans_buf_to_buf(btnBackgroundFrm->frames->indexBuff, sw, sh, sw, dst, dstW); // direct copy	HRP\MainMenu.cpp
void Create_AudioDecoder()	jmp  fo::funcoffs::Create_AudioDecoder_;	Modules\Sound.cpp
	jmp  fo::funcoffs::Create_AudioDecoder_;	Modules\Sound.cpp
void text_curr()	jmp fo::funcoffs::text_curr_;	Modules\LoadGameHook.cpp
DWORD text_font(DWORD fontNum)	fo::func::text_font(101);	Game\GUI\Text.cpp
	fo::func::text_font(font);	Game\GUI\Text.cpp
	call fo::funcoffs::text_font_;	Modules\BugFixes.cpp
	call fo::funcoffs::text_font_;	Modules\BugFixes.cpp
	fo::func::text_font(ref);	Modules\HeroAppearance.cpp
	jmp  fo::funcoffs::text_font_;	Modules\Interface.cpp
	call fo::funcoffs::text_font_;	Modules\MiscPatches.cpp
	jmp  fo::funcoffs::text_font_;	Modules\PartyControl.cpp
DWORD win_add(DWORD x, DWORD y, DWORD width, DWORD height, DWORD bgColorIndex, DWORD flags)	return fo::func::win_add(xPos, yPos, width, height, color, flags);	HRP\Character.cpp
	jmp  fo::funcoffs::win_add_;	HRP\Character.cpp
	return fo::func::win_add(xPos, yPos, width, height, color, flags);	HRP\Character.cpp
	return fo::func::win_add(0, 0, Setting::ScreenWidth(), Setting::ScreenHeight(), color, flags);	HRP\DeathScreen.cpp
	return fo::func::win_add(xPos, yPos, width, height, color, flags);	HRP\Dialog.cpp
	jmp  fo::funcoffs::win_add_;	HRP\Dialog.cpp
	jmp  fo::funcoffs::win_add_;	HRP\Dialog.cpp
	jmp  fo::funcoffs::win_add_;	HRP\Dialog.cpp
	return fo::func::win_add(0, 0, Setting::ScreenWidth(), Setting::ScreenHeight(), color, flags);	HRP\HelpScreen.cpp
	long leftID = fo::func::win_add(0, yPos, xPos, height, 0, flags);	HRP\InterfaceBar.cpp
	long rightID = fo::func::win_add(xPos + width, yPos, Setting::ScreenWidth() - (xPos + width), height, 0, flags);	HRP\InterfaceBar.cpp
	return fo::func::win_add(xPos, yPos, width, height, color, flags);	HRP\InterfaceBar.cpp
	jmp  fo::funcoffs::win_add_;	HRP\InterfaceBar.cpp
	jmp  fo::funcoffs::win_add_;	HRP\InterfaceBar.cpp
	return fo::func::win_add(xPos, yPos, width, height, color, flags);	HRP\Inventory.cpp
	return fo::func::win_add(xPos, yPos, width, height, color, flags);	HRP\LoadSave.cpp
	jmp  fo::funcoffs::win_add_;	HRP\LoadSave.cpp
	return fo::func::win_add(x, y, w, h, color, flags | fo::WinFlags::DontMoveTop);	HRP\MainMenu.cpp
	return fo::func::win_add(xPosition, yPosition, width, height, color, flags);	HRP\MiscInterface.cpp
	return fo::func::win_add(xPos, yPos, width, height, color, flags);	HRP\Worldmap.cpp
	int winRef = fo::func::win_add(resWidth / 2 - 242, (resHeight - 100) / 2 - 65, 484, 230, 100, 0x4);	Modules\HeroAppearance.cpp
void win_delete(DWORD winRef)	call fo::funcoffs::win_delete_;	HRP\Dialog.cpp
	call fo::funcoffs::win_delete_;	HRP\Worldmap.cpp
	fo::func::win_delete(winRef);	Modules\HeroAppearance.cpp
	jmp  fo::funcoffs::win_delete_;	Modules\LoadGameHook.cpp
	jmp fo::funcoffs::win_delete_;	Modules\LoadGameHook.cpp
	jmp  fo::funcoffs::win_delete_;	Modules\LoadGameHook.cpp
void win_print(DWORD winID, char* text, DWORD textWidth, DWORD xPos, DWORD yPos, DWORD colorFlags)	jmp  fo::funcoffs::win_print_;	HRP\MainMenu.cpp
	call fo::funcoffs::win_print_;	Modules\BugFixes.cpp
	jmp  fo::funcoffs::win_print_;	Modules\Interface.cpp
	fo::func::win_print(winId, text, fWidth, xPos, yPos - 12, color); // fallout print	Modules\MainMenu.cpp
	fo::func::win_print(winId, VerString1, sWidth, xPos + fWidth - sWidth, yPos, color); // sfall print	Modules\MainMenu.cpp
void win_line()	call fo::funcoffs::win_line_;	FalloutEngine\Functions.cpp
void win_show(DWORD winRef)	fo::func::win_show(fo::var::getInt(FO_VAR_display_win));	HRP\Dialog.cpp
	fo::func::win_show(leftBarID);	HRP\InterfaceBar.cpp
	fo::func::win_show(rightBarID);	HRP\InterfaceBar.cpp
	fo::func::win_show(winID);	HRP\InterfaceBar.cpp
	jmp  fo::funcoffs::win_show_;	HRP\Worldmap.cpp
	jmp  fo::funcoffs::win_show_;	Modules\BugFixes.cpp
	fo::func::win_show(winRef);	Modules\HeroAppearance.cpp
	fo::func::win_show(fo::var::sWindows[i].wID);	Modules\Scripting\Handlers\Interface.cpp
void win_hide(DWORD winRef)	fo::func::win_hide(fo::var::getInt(FO_VAR_display_win));	HRP\Dialog.cpp
	fo::func::win_hide(leftBarID);	HRP\InterfaceBar.cpp
	fo::func::win_hide(rightBarID);	HRP\InterfaceBar.cpp
	fo::func::win_hide(winID);	HRP\InterfaceBar.cpp
	fo::func::win_hide(fo::var::getInt(FO_VAR_display_win));	HRP\Worldmap.cpp
	fo::func::win_hide(fo::var::sWindows[i].wID);	Modules\Scripting\Handlers\Interface.cpp
void win_draw(DWORD winRef)	fo::func::win_draw(fo::var::getInt(FO_VAR_display_win));	HRP\Dialog.cpp
	fo::func::win_draw_rect(fo::var::interfaceWindow, (RECT*)&rect);	HRP\InterfaceBar.cpp
	//fo::func::win_draw(fo::var::getInt(FO_VAR_display_win)); // for test	HRP\ViewMap\EdgeBorder.cpp
	jmp  fo::funcoffs::win_draw_; // update black edges after tile_set_center_	HRP\ViewMap\ViewMap.cpp
	fo::func::win_draw(winRef);	Modules\ExtraSaveSlots.cpp
	fo::func::win_draw(WinRef);	Modules\HeroAppearance.cpp
	fo::func::win_draw(winRef);	Modules\HeroAppearance.cpp
	fo::func::win_draw_rect(fo::var::wmBkWin, &rect);	Modules\Interface.cpp
	jmp  fo::funcoffs::win_draw_;	Modules\LoadGameHook.cpp
	fo::func::win_draw(fo::var::edit_win);	Modules\Scripting\Handlers\Interface.cpp
	fo::func::win_draw(fo::var::i_wid);	Modules\Scripting\Handlers\Interface.cpp
void win_draw_rect(DWORD winRef, RECT* rect)	fo::func::win_draw_rect(fo::var::interfaceWindow, (RECT*)&rect);	HRP\InterfaceBar.cpp
	fo::func::win_draw_rect(fo::var::wmBkWin, &rect);	Modules\Interface.cpp
void GNW_win_refresh(Window* win, RECT* rect, DWORD* buffer)	fo::func::GNW_win_refresh(win, &win->rect, nullptr);	FalloutEngine\EngineUtils.cpp
	fo::func::GNW_win_refresh(fo::var::window[i], &fo::var::scr_size, 0);	FalloutEngine\EngineUtils.cpp
	call fo::funcoffs::GNW_win_refresh_;	Modules\BugFixes.cpp
void win_refresh_all()	call fo::funcoffs::win_refresh_all_;	WinProc.cpp
	call fo::funcoffs::win_refresh_all_;	WinProc.cpp
	__asm call fo::funcoffs::win_refresh_all_;	Modules\SubModules\DirectDraw.cpp
void win_clip(Window* window, RectList** rects, void* buffer)	fo::func::win_clip(win, &rects, toBuffer);	Game\GUI\render.cpp
void refresh_all()	call fo::funcoffs::refresh_all_;	Game\GUI\render.cpp
Window* GNW_find(DWORD winRef)	fo::Window* win = fo::func::GNW_find(winID);	FalloutEngine\EngineUtils.cpp
	fo::Window* win = fo::func::GNW_find(winID);	FalloutEngine\EngineUtils.cpp
	fo::Window* win = fo::func::GNW_find(winId);	HRP\InterfaceBar.cpp
	fo::Window* ifaceWin = fo::func::GNW_find(fo::var::interfaceWindow);	HRP\InterfaceBar.cpp
	fo::Window* win = fo::func::GNW_find(fo::var::interfaceWindow);	HRP\InterfaceBar.cpp
	fo::Window* win = fo::func::GNW_find(fo::var::getInt(FO_VAR_GNWWin));	HRP\MoviesScreen.cpp
	fo::Window* win = fo::func::GNW_find(fo::var::interfaceWindow);	HRP\ViewMap\EdgeClipping.cpp
	call fo::funcoffs::GNW_find_;	Modules\BugFixes.cpp
	fo::Window *SaveLoadWin = fo::func::GNW_find(winRef);	Modules\ExtraSaveSlots.cpp
	fo::Window *SaveLoadWin = fo::func::GNW_find(fo::var::lsgwin);	Modules\ExtraSaveSlots.cpp
	fo::Window *WinInfo = fo::func::GNW_find(WinRef);	Modules\HeroAppearance.cpp
	fo::Window *winInfo = fo::func::GNW_find(winRef);	Modules\HeroAppearance.cpp
	return (winID > 0) ? fo::func::GNW_find(winID) : nullptr;	Modules\Interface.cpp
	win = fo::func::GNW_find(fo::var::getInt(FO_VAR_display_win));	Modules\Interface.cpp
	call fo::funcoffs::GNW_find_;	Modules\Inventory.cpp
	call fo::funcoffs::GNW_find_;	Modules\Inventory.cpp
	call fo::funcoffs::GNW_find_;	Modules\Inventory.cpp
	fo::Window* dialogWin = fo::func::GNW_find(fo::var::dialogueBackWindow);	Modules\TalkingHeads.cpp
	fo::Window* win = fo::func::GNW_find(fo::var::sWindows[i].wID);	Modules\Scripting\Handlers\Interface.cpp
	fo::Window* win = fo::func::GNW_find((wid > 0) ? wid : fo::var::i_wid); // i_wid - set flag to current game interface window	Modules\Scripting\Handlers\Interface.cpp
DWORD win_get_top_win(DWORD x, DWORD y)	if (fo::func::win_get_top_win(x, y) == fo::var::getInt(FO_VAR_display_win)) {	HRP\ViewMap\EdgeClipping.cpp
	SafeWriteBytes(0x4D78CC, (BYTE*)&data, 5); // win_get_top_win_	Modules\BugFixes.cpp
void win_get_rect()	jmp fo::funcoffs::win_get_rect_;	Modules\Sound.cpp
void win_register_button()	call fo::funcoffs::win_register_button_;	FalloutEngine\Functions.cpp
	jmp  fo::funcoffs::win_register_button_;	HRP\InterfaceBar.cpp
	jmp  fo::funcoffs::win_register_button_;	HRP\InterfaceBar.cpp
	jmp  fo::funcoffs::win_register_button_;	HRP\MainMenu.cpp
	fo::func::win_register_button(winRef, 100, 60, 24, 20, -1, 0x500, 0x54B, 0x14B, 0, 0, 0, 32);	Modules\ExtraSaveSlots.cpp
	fo::func::win_register_button(winRef,  68, 60, 24, 20, -1, 0x500, 0x549, 0x149, 0, 0, 0, 32);	Modules\ExtraSaveSlots.cpp
	fo::func::win_register_button(winRef, 216, 60, 24, 20, -1, 0x500, 0x54D, 0x14D, 0, 0, 0, 32);	Modules\ExtraSaveSlots.cpp
	fo::func::win_register_button(winRef, 248, 60, 24, 20, -1, 0x500, 0x551, 0x151, 0, 0, 0, 32);	Modules\ExtraSaveSlots.cpp
	fo::func::win_register_button(winRef, 140, 60, 60, 20, -1, -1, 'p', -1, 0, 0, 0, 32);	Modules\ExtraSaveSlots.cpp
	fo::func::win_register_button(winRef, 115, 181, 26, 26, -1, -1, -1, 0x0D, MenuUSurface, MenuDSurface, 0, 0x20);	Modules\HeroAppearance.cpp
	fo::func::win_register_button(winRef, 25, 84, 24, 25, -1, -1, -1, 0x150, DidownUSurface, DidownDSurface, 0, 0x20);	Modules\HeroAppearance.cpp
	fo::func::win_register_button(winRef, 25, 59, 23, 24, -1, -1, -1, 0x148, DiupUSurface, DiupDSurface, 0, 0x20);	Modules\HeroAppearance.cpp
	fo::func::win_register_button(WinRef, 332,   0, 82, 32, -1, -1, 0x501, -1, 0, 0, 0, 0);	Modules\HeroAppearance.cpp
	fo::func::win_register_button(WinRef, 332, 226, 82, 32, -1, -1, 0x502, -1, 0, 0, 0, 0);	Modules\HeroAppearance.cpp
	fo::func::win_register_button(WinRef, 348, 37, 20, 18, -1, -1, -1, 0x511, newButtonSurface, newButtonSurface + (20 * 18), 0, 0x20);	Modules\HeroAppearance.cpp
	fo::func::win_register_button(WinRef, 374, 37, 20, 18, -1, -1, -1, 0x513, newButtonSurface + (20 * 18 * 2), newButtonSurface + (20 * 18 * 3), 0, 0x20);	Modules\HeroAppearance.cpp
	fo::func::win_register_button(WinRef, 348, 199, 20, 18, -1, -1, -1, 0x512, newButtonSurface, newButtonSurface + (20 * 18), 0, 0x20);	Modules\HeroAppearance.cpp
	fo::func::win_register_button(WinRef, 374, 199, 20, 18, -1, -1, -1, 0x514, newButtonSurface + (20 * 18 * 2), newButtonSurface + (20 * 18 * 3), 0, 0x20);	Modules\HeroAppearance.cpp
	jmp  fo::funcoffs::win_register_button_;	Modules\Interface.cpp
	call fo::funcoffs::win_register_button_;	Modules\Interface.cpp
	if (fo::func::win_register_button(winRef, xPos, yPos, width, height, -1, -1, -1, 0x300, picUp,  picDown, 0, 32) != -1) {	Modules\QuestList.cpp
	if (fo::func::win_register_button(winRef, xPos, yPos + height, width, height, -1, -1, -1, 0x301, picUp,  picDown, 0, 32) != -1) {	Modules\QuestList.cpp
void win_register_button_sound_func()	call fo::funcoffs::win_register_button_sound_func_;	Modules\Interface.cpp
	call fo::funcoffs::win_register_button_sound_func_;	Modules\Interface.cpp
	call fo::funcoffs::win_register_button_sound_func_; // eax - register button	Modules\QuestList.cpp
void GNW_button_refresh()	call fo::funcoffs::GNW_button_refresh_;	Game\GUI\render.cpp
	call fo::funcoffs::GNW_button_refresh_;	Game\GUI\render.cpp
	call fo::funcoffs::GNW_button_refresh_;	Game\GUI\render.cpp
void WindowProc()	MakeJump(0x4DE9FC, WindowProc); // WindowProc_	WinProc.cpp
void stricmp()	call fo::funcoffs::stricmp_; // compare music file name	Modules\MiscPatches.cpp
void xfclose()	jmp  fo::funcoffs::xfclose_;	Modules\FileSystem.cpp
	call fo::funcoffs::xfclose_;	Modules\FileSystem.cpp
DbFile* xfopen(char* fileName, char* flags)	jmp  fo::funcoffs::xfopen_;	Modules\FileSystem.cpp
	call fo::funcoffs::xfopen_;	Modules\FileSystem.cpp
void xvfprintf()	jmp  fo::funcoffs::xvfprintf_;	Modules\FileSystem.cpp
void xfgetc()	jmp  fo::funcoffs::xfgetc_;	Modules\FileSystem.cpp
void xfgets()	jmp  fo::funcoffs::xfgets_;	Modules\FileSystem.cpp
void xfputc()	jmp  fo::funcoffs::xfputc_;	Modules\FileSystem.cpp
void xfputs()	jmp  fo::funcoffs::xfputs_;	Modules\FileSystem.cpp
void xungetc()	jmp  fo::funcoffs::xungetc_;	Modules\FileSystem.cpp
void xfread()	call fo::funcoffs::xfread_;	Modules\BugFixes.cpp
	jmp  fo::funcoffs::xfread_;	Modules\FileSystem.cpp
	call fo::funcoffs::xfread_;	Modules\FileSystem.cpp
void xfwrite()	jmp  fo::funcoffs::xfwrite_;	Modules\FileSystem.cpp
DWORD xfseek(DbFile* file, DWORD fOffset, DWORD origin)	jmp  fo::funcoffs::xfseek_;	Modules\FileSystem.cpp
void xftell()	jmp fo::funcoffs::xftell_;	Modules\FileSystem.cpp
void xrewind()	jmp  fo::funcoffs::xrewind_;	Modules\FileSystem.cpp
void xfeof()	jmp  fo::funcoffs::xfeof_;	Modules\FileSystem.cpp
void xfilelength()	jmp  fo::funcoffs::xfilelength_;	Modules\FileSystem.cpp
	call fo::funcoffs::xfilelength_;	Modules\FileSystem.cpp
void xremovepath()	call fo::funcoffs::xremovepath_;	Modules\LoadOrder.cpp
void WinMainCRTStartup()	bool isEnabled = (*(DWORD*)0x4E4480 != 0x278805C7); // check if Mash's HRP is enabled	HRP\Init.cpp
	std::fseek(ft, 0xD4880, SEEK_SET); // 0x4E4480	HRP\Init.cpp
